slug,title_en,title_ru,recovery_status,set_slugs
blogger,Blogger,Блогер,full_page,apocalypse|munchkin-apocalypse|sheep-impact
blond-wig,Blond Wig,Блондинистый Парик,full_page,munchkin-fu
blood-in-the-water,Blood in the Water,Катастрофа! Кровь в воде,full_page,sheep-impact
blood-tonic,Blood Tonic,Газикровка,full_page,munchkin-bites
blood-veil,Blood Veil,Вуаль крови,set_listing_only,munchkin-pathfinder
bloodthirsty,Bloodthirsty,Кровожадный,full_page,munchkin-booty
bloody-mary,Bloody Mary,Кровавая Мэри,full_page,munchkin-legends|pants-macabre
blow-up-bad-guy-planet,Blow Up Bad Guy Planet /,,full_page,axe-cop|munchkin-axe-cop
blow-up-entire-small-country,Blow Up Entire Small Country /,,full_page,munchkin-impossible
blowgun,Blowgun,Духовая Труба,full_page,munchkin-fu
blunderbuss,Blunderbuss /,,full_page,the-good-the-bad-and-the-munchkin
blunderbuss-0,Blunderbuss,Дулер,full_page,munchkin-booty
bo,B.O.,Вонь,full_page,unnatural-axe
boar-spear,Boar-Spear /,,full_page,munchkin-conan
board-of-education,Board of Education,Доска обучения,full_page,the-need-for-steed
boarding-axe,Boarding Axe /,,full_page,jump-the-shark
boarding-party,Boarding Party /,,full_page,jump-the-shark
boat-shoes,Boat Shoes,Туфли-лодочк,full_page,sheep-impact
bobaser,Bobaser,Бобазер,full_page,star-munchkin
bobble-head,Bobble-Head,Трясоглав,full_page,clerical-errors
bobby-feet,Bobby Feet,Бобби Фут,full_page,the-clown-wars
body-building,Body-Building,Из качалки,full_page,munchkin-zombies
body-check,Body Check,Тело в дело,full_page,munchkin-zombies
body-of-real-hard-stuff,Body Of Real Hard Stuff,Реально твёрдое тело,full_page,super-munchkin
boggard,Boggard,Боггард,set_listing_only,munchkin-pathfinder
boggart,Boggart,Страховидло,full_page,munchkin-bites
boil-an-anthill,Boil an Anthill,Разори муравейник,full_page,munchkin
bomb-suit,Bomb Suit,Бомбожилет,full_page,sheep-impact
bond-by-talking-about-sports,Bond by Talking About Sports,Спаянные фанатством,full_page,the-narrow-s-cape
bone-dragon,Bone Dragon /,,full_page,dragons-trike
boogie-knight,Boogie Knight,Рыцарь ордена диджеев,full_page,munchkin-knights
boogie-man,Boogie Man,Дискотина,full_page,munchkin-legends
boojum,Boojum,Буджум,full_page,munchkin-booty
book-of-the-five-elements,Book of the Five Elements,,set_listing_only,monky-business
bookmark,Bookmark /,,full_page,munchkinomicon
bookshelf-collapses,Bookshelf Collapses,Книгообвал,full_page,the-narrow-s-cape
boom-box,Boom Box,Бумбокс,full_page,munchkin-promo
boomdagger,Boomdagger,Бум-дага,full_page,unnatural-axe
boomerang,BOOMerang,БУМеранг,full_page,super-munchkin
boonie-hat,Boonie Hat,Походная шляпа,full_page,apocalypse|munchkin-apocalypse
boot-soup,Boot Soup,Ножной грибок,full_page,munchkin-pathfinder
booterang,Booterang /,,full_page,axe-cop|munchkin-axe-cop
boots-of-butt-kicking,Boots of Butt-Kicking,Башмаки Могучего Пенделя,full_page,munchkin
boots-of-head-kicking,Boots of Head Kicking /,,full_page,axe-cop|munchkin-axe-cop
boots-of-running-really-fast,Boots of Running Really Fast,Башмаки реально быстрого бега,full_page,munchkin
boots-of-the-mastodon,Boots of the Mastodon,Боты из мастодонта,set_listing_only,munchkin-pathfinder
boots-that-shoot,Boots That Shoot,Боты-миномёты,full_page,super-munchkin
booty-boots,Booty Boots,Заначистые сапоги,full_page,munchkin-booty
borelon,Borelon,Задолблон,full_page,the-clown-wars
bottle-bottle,Bottle Bottle,Раста Раста,full_page,star-munchkin
bottle-of-acid,Bottle of Acid,Банка кислоты,full_page,munchkin-zombies
bound-blade,Bound Blade,Скованный меч,full_page,munchkin-pathfinder
bounty-hunter,Bounty Hunter,Охотник,full_page,star-munchkin|the-clown-wars
bovine-intervention,Bovine Intervention /,,full_page,call-of-cowthulhu
bow,Bow /,,full_page,the-good-the-bad-and-the-munchkin
bow-of-grossly-unbalanced-combat,Bow of Grossly Unbalanced Combat,Лук отвратно выверенного боя,full_page,de-ranged
bow-tie,Bow Tie /,,full_page,the-good-the-bad-and-the-munchkin
bow-tie-fighter,Bow Tie Fighter /,,full_page,space-ships
bow-with-ribbons,Bow with Ribbons,Лучок с ленточками,full_page,munchkin
bowie-knife,Bowie Knife /,,full_page,the-good-the-bad-and-the-munchkin
bowler-hat,Bowler Hat /,,full_page,the-good-the-bad-and-the-munchkin
bowling-alley-of-the-dead,Bowling Alley of the Dead /,,full_page,hideous-hideouts
bowling-ball,Bowling Ball,Шар для боулинга,full_page,munchkin-zombies
bowling-pin,Bowling Pin,Кегля,full_page,munchkin-cthulhu
bowling-shirt,Bowling Shirt,Рубашка для боулинга,full_page,armed-and-dangerous
bowling-shoes,Bowling Shoes,Ботинки для боулинга,full_page,armed-and-dangerous
bowling-trophy,Bowling Trophy,Приз за боулинг,full_page,munchkin-zombies
boysenberry-finn,Boysenberry Finn /,,full_page,the-good-the-bad-and-the-munchkin
braaaaainnnns,Braaaaainnnns!,Едааааа!,full_page,munchkin-zombies
brain,Brain,Умник,full_page,the-narrow-s-cape
brain-candy,Brain Candy /,,full_page,hideous-hideouts
brain-dump,Brain Dump /,,full_page,hideous-hideouts
brain-eating,Brain-Eating,Выедающий мозги,full_page,armed-and-dangerous
brain-in-a-jar,Brain In A Jar,Мозги в Банке,full_page,star-munchkin
brain-scrambler,Brain Scrambler,Мозгомешалка,full_page,star-munchkin
brain-teaser,Brain Teaser,Пораскинь мозгами,full_page,munchkin-zombies
brain-with-tentacles,Brain With Tentacles /,,full_page,axe-cop|munchkin-axe-cop
brains-enough-for-two,Brains Enough For Two,Мозги для двоих,full_page,munchkin-zombies
brainworms,Brainworms,Мозговые черви,set_listing_only,munchkin-pathfinder
branding-iron,Branding Iron /,,full_page,the-good-the-bad-and-the-munchkin
brass-hat,Brass Hat,Штабной цилиндр,full_page,munchkin-steampunk
brass-knucks,Brass Knucks,Кастеты,full_page,munchkin-cthulhu
breach-the-perimeter,Breach the Perimeter /,,full_page,hideous-hideouts
briar,Briar,Тёрн,set_listing_only,munchkin-pathfinder
bribe-gm-with-food,Bribe GM With Food,Прикорми мастера,full_page,munchkin
brick,Brick,Кирпич,full_page,munchkin-zombies
brick-bat,Brick Bat,Брикетопырь,full_page,munchkin-bites
bridge,Bridge /,,full_page,space-ships
bridle-shower,Bridle Shower,Уздевичник,full_page,half-horse-will-travel
brig,Brig,Бутыриг,full_page,munchkin-booty
briiiaaaaannnnns,Briiiaaaaannnnns!,Скопище Костей,full_page,armed-and-dangerous
brilliantly-polished,Brilliantly Polished,Полированный до блеска,full_page,munchkin-steampunk
british,British,Британец,full_page,jump-the-shark|munchkin-booty
british-0,British /,,full_page,munchkin-impossible
broad-sword,Broad Sword,Меч широты взглядов,full_page,munchkin
broadside,Broadside,Бортовой залп,full_page,munchkin-booty
broken-leg,Broken Leg /,,full_page,the-good-the-bad-and-the-munchkin
broken-shackles,Broken Shackles /,,full_page,munchkin-conan
brood,Brood,Выводок,full_page,unnatural-axe
brownie-in-motion,Brownie In Motion /,,full_page,fairy-dust|munchkin-fairy-dust
bubble-helmet,Bubble Helmet,Шлем-Пузырь,full_page,star-munchkin
bubble-wand,Bubble Wand,Пузырялка,full_page,armed-and-dangerous
buccanears,Buccanears /,,full_page,jump-the-shark
buckaroo,Buckaroo /,,full_page,the-good-the-bad-and-the-munchkin
bucketman,Bucketman,Ведромэн,full_page,super-munchkin
buckler-of-swashing,Buckler of Swashing,Баклер бахвала,full_page,munchkin
budget-armor,Budget Armor,Бюджетная броня,full_page,the-narrow-s-cape
budget-armor-0,Budget Armor,Бюджетная броня,full_page,the-need-for-steed
budget-hireling,Budget Hireling,Экономничек,full_page,the-need-for-steed
budget-hq,Budget HQ,Штаб-трущоба,full_page,super-munchkin
budget-steed,Budget Steed,Скакун эконом-класса,full_page,de-ranged
buffalo-gals,Buffalo Gals /,,full_page,beating-a-dead-horse
buffed,Buffed,Накачанный,full_page,cheat-with-both-hands
bug,Bug,Жучила,full_page,the-clown-wars
bug-eyed-monster,Bug-Eyed Monster,Жукоглазый Монстр,full_page,star-munchkin
bug-spray,Bug Spray,Дихлофос,full_page,munchkin-cthulhu
bugbear,Bugbear,Медвежук,full_page,munchkin-legends
buggoth,Buggoth,Жуггот,full_page,munchkin-cthulhu
bull-kung-fu,Bull Kung Fu,Кунг-Фу Быка,full_page,munchkin-fu
bull-potion,Bull Potion /,,full_page,axe-cop|munchkin-axe-cop
bulletproof-attache-case,Bulletproof Attache Case /,,full_page,munchkin-impossible
bulletproof-dinner-jacket,Bulletproof Dinner Jacket,Бронированный Пиджак,full_page,munchkin-impossible
bulletproof-vest,Bulletproof Vest /,,full_page,munchkin-impossible
bullrog,Bullrog,Бульрог,full_page,munchkin
bullwhip,Bullwhip /,,full_page,the-good-the-bad-and-the-munchkin
bungee-cord,Bungee Cord,Жгут,full_page,de-ranged
bunny-ears,Bunny Ears /,,full_page,munchkin-easter-eggs
bunny-slippers,Bunny Slippers /,,full_page,munchkin-easter-eggs
burning-trash-cans,Burning Trash Cans,Горящие мусорные баки,full_page,armed-and-dangerous
burrow-of-byatis,Burrow of Byatis /,,full_page,crazed-caverns
bush-knife,Bush Knife /,,full_page,munchkin-impossible
bust-out-of-the-hoosegow,Bust Out of the Hoosegow /,,full_page,beating-a-dead-horse
buster,Buster,,set_listing_only,munchkin-undead
but-theres-still-no-cake,But There's Still No Cake /,,full_page,munchkin-penny-arcade|penny-arcade
butcher,Butcher,Мясник,full_page,munchkin-zombies
butterfingers,Butterfingers,Жирные руки,full_page,half-horse-will-travel
buy-blood-red-dice,Buy Blood-Red Dice,Купи кроваво-красный кубик,full_page,munchkin-bites
buy-gm-an-action-figure,Buy GM An Action Figure,Фигурка для мастера,full_page,super-munchkin
buy-the-gm-new-miniatures,Buy the GM New Miniatures,Купи мастеру новые миньки,full_page,half-horse-will-travel
buzzboots,Buzzboots,Бажжжмаки,full_page,the-clown-wars
buzzglove,Buzzglove,Варежжжка,full_page,star-munchkin
ca-ching,Ca Ching,,set_listing_only,monky-business
caaaaaaanes,Caaaaaaanes!,Господааааа!,full_page,munchkin-zombies
cactus,Cactus,Кактуфли,full_page,armed-and-dangerous
cactus-jack,Cactus Jack /,,full_page,beating-a-dead-horse
cafeteria-lady,Cafeteria Lady,Повариха,full_page,munchkin-zombies
calamity-canceling-crawdad,Calamity-Canceling Crawdad /,,full_page,fairy-dust|munchkin-fairy-dust
calendar-stone,Calendar Stone,Календарный камень,full_page,apocalypse|munchkin-apocalypse
call-bs-on-gm,Call BS On GM /,,full_page,munchkin-penny-arcade|penny-arcade
call-of-the-wild,Call of the Wild,Зов предков,full_page,half-horse-will-travel
call-the-army,Call The Army,Позови вояк,full_page,munchkin-cthulhu
caltrops,Caltrops,Шипы,full_page,munchkin-booty
cam-shaft,Cam Shaft,Коленвал,full_page,munchkin-bites
camera-gun,Camera Gun /,,full_page,munchkin-impossible
cammo,Cammo,Камуфляжное,full_page,apocalypse|munchkin-apocalypse
camp-skillet,Camp Skillet /,,full_page,beating-a-dead-horse
campus-crusade-for-cthulhu,Campus Crusade for Cthulhu,Студенты за Ктулху,full_page,munchkin-cthulhu
can-of-gasoline,Can of Gasoline,Канистра бензина,full_page,apocalypse|munchkin-apocalypse
can-of-wyrms,Can of Wyrms /,,full_page,munchkin-dragons
can-opener,Can Opener,Открывашка,full_page,star-munchkin
can-opener-0,Can Opener /,,full_page,the-unspeakable-vault
can-opener-grenade,Can Opener Grenade,Броневскрывательная граната,full_page,the-clown-wars
can-ye-hold-yer-breath,Can Ye Hold Yer Breath? /,,full_page,jump-the-shark
candlestick,Candlestick /,,full_page,munchkin-naughty-nice|naughty-nice
candy,CANDY!!!!,,set_listing_only,munchkin-tricky-treats
candy-and-cola,Candy and Cola,Ментос и кола,full_page,munchkin-legends
candy-candy,Candy Candy /,,full_page,axe-cop|munchkin-axe-cop
candy-cane,Candy Cane /,,full_page,munchkin-naughty-nice|naughty-nice
cane-chucks,Cane-Chucks,Трость-чаки,full_page,munchkin-steampunk
cane-gatling-gun,Cane-Gatling Gun,Трость-гатлинг,set_listing_only,munchkin-steampunk
cane-pistol,Cane-Pistol,Трость-пистолет,full_page,munchkin-steampunk
cane-sword,Cane-Sword,Трость-меч,full_page,munchkin-steampunk
cane-toad,Cane Toad,Тростяная жаба,full_page,apocalypse|munchkin-apocalypse
canesaw,Canesaw,Трость-пила,full_page,munchkin-steampunk
canned-meat,Canned Meat,Консерва,full_page,munchkin-cthulhu
cannibal,Cannibal,Каннибал,full_page,munchkin-zombies
canteen-of-spleen,Canteen of Spleen,Фляжка-куражка,full_page,de-ranged
cantina,Cantina,Кантина,full_page,the-clown-wars
cape,Cape,Плащ,full_page,munchkin-bites
cape-0,Cape,Плащ,full_page,super-munchkin
cape-cod,Cape Cod,Тресковый плац,full_page,the-narrow-s-cape
cape-horn,Cape Horn,Плащ-горн,full_page,the-narrow-s-cape
cape-town,Cape Town,Плащ-город,full_page,the-narrow-s-cape
captain-corrosion,Captain Corrosion,Капитан Коррозин,full_page,super-munchkin
captain-kid,Captain Kid,Капитан Шкетт,full_page,munchkin-booty
captain-quirk,Captain Quirk,Капитан Квирк,full_page,star-munchkin
captains-coat,Captain's Coat,Мундир капитана,full_page,munchkin-booty
car-crusher,Car Crusher /,,full_page,munchkin-impossible
car-door,Car Door,Дверца от машины,full_page,munchkin-zombies
carbonated-holy-water,Carbonated Holy Water,Святая минералка,full_page,de-ranged
card-gaki,Card Gaki,,set_listing_only,monky-business
careen-the-futtock-shrouds,Careen the Futtock-Shrouds,Отдать паруса! Продуть трюмы!,full_page,munchkin-booty
carnivorous-plant,Carnivorous Plant,Плотоядное Растение,full_page,star-munchkin
